BIBL,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIBR,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIDV,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIEG,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIEH,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIFL,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIFM,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIGF,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIGJ,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIGR,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIGS,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHE,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHI,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHK,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHL,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHN,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHU,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIHZ,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIIS,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIKA,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIKE,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIKF,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIKL,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIKP,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIKR,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIMK,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIMM,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIMS,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIND,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BINF,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIOF,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIRE,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIRF,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIRG,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIRK,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIRL,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIRS,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISA,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISE,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISF,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISI,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISK,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISL,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISR,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISS,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIST,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BISV,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BITE,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BITM,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BITN,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIVI,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIVM,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BIVO,BIRD_S1|BIRD|BIRD_S2|BIRD_S3
BKPR,LYBA
CJV7,WPG|CZWG|ZWG
CKB6,WPG|CZWG|ZWG
CKD9,WPG|CZWG|ZWG
CKL3,WPG|CZWG|ZWG
CLM2,CLE|KZOB
CNA3,CZYZ|TOR
CNC3,CZYZ|TOR
CNE3,WPG|CZWG|ZWG
CNE4,CZYZ|TOR
CNF4,CZYZ|TOR
CNK4,CZYZ|TOR
CNL3,CZUL|MTL
CNM4,CZYZ|TOR
CNM5,WPG|CZWG|ZWG
CNP3,CZUL|MTL
CNQ3,CZYZ|TOR
CNQ4,CZYZ|TOR
CNS7,CZYZ|TOR
CNU4,CZYZ|TOR
CNY3,CZYZ|TOR
CNZ3,CLE|KZOB
CNZ8,CZYZ|TOR
CPB9,CZYZ|TOR
CPF2,CZYZ|TOR
CPN4,CZYZ|TOR
CPR7,CZYZ|TOR
CPV7,WPG|CZWG|ZWG
CSC3,CZUL|MTL
CSD4,CZUL|MTL
CSE4,CZUL|MTL
CSF3,CZUL|MTL
CSH4,CZUL|MTL
CSM3,CZUL|MTL
CSR3,CZUL|MTL
CSR8,CZUL|MTL
CSU2,CZUL|MTL
CTA4,CZUL|MTL
CTG3,CZUL|MTL
CTH7,CZUL|MTL
CTP9,CZUL|MTL
CTT5,CZUL|MTL
CTU2,CZUL|MTL
CYAB,EDM|ZEG|CZEG
CYAC,WPG|CZWG|ZWG
CYAD,CZUL|MTL
CYAG,MSP|KZMP
CYAH,CZUL|MTL
CYAJ,EDM|ZEG|CZEG
CYAL,CYVR|ZVR|VAN|CZVR
CYAM,CZYZ|TOR
CYAQ,WPG|CZWG|ZWG
CYAS,CZUL|MTL
CYAT,WPG|CZWG|ZWG
CYAU,CZQM|MCN
CYAV,WPG|CZWG|ZWG
CYAW,CZQM|MCN
CYAX,WPG|CZWG|ZWG
CYAY,CZQX|GAND|YQX
CYAZ,CYVR|ZVR|VAN|CZVR
CYBA,EDM|ZEG|CZEG
CYBB,EDM|ZEG|CZEG
CYBC,CZUL|MTL
CYBD,CYVR|ZVR|VAN|CZVR
CYBE,EDM|ZEG|CZEG
CYBF,EDM|ZEG|CZEG
CYBG,CZUL|MTL
CYBK,EDM|ZEG|CZEG
CYBL,CYVR|ZVR|VAN|CZVR
CYBP,EDM|ZEG|CZEG
CYBQ,WPG|CZWG|ZWG
CYBR,WPG|CZWG|ZWG
CYBT,WPG|CZWG|ZWG
CYBU,WPG|CZWG|ZWG
CYBV,WPG|CZWG|ZWG
CYBW,EDM|ZEG|CZEG
CYBX,CZUL|MTL
CYCA,CZQX|GAND|YQX
CYCB,EDM|ZEG|CZEG
CYCC,KZBW|BOS
CYCD,CYVR|ZVR|VAN|CZVR
CYCE,CZYZ|TOR
CYCG,CYVR|ZVR|VAN|CZVR
CYCH,CZQM|MCN
CYCK,CZYZ|TOR
CYCL,CZQM|MCN
CYCN,CZYZ|TOR
CYCO,EDM|ZEG|CZEG
CYCP,CYVR|ZVR|VAN|CZVR
CYCQ,EDM|ZEG|CZEG
CYCR,WPG|CZWG|ZWG
CYCS,EDM|ZEG|CZEG
CYCT,EDM|ZEG|CZEG
CYCW,CYVR|ZVR|VAN|CZVR
CYCX,CZQM|MCN
CYCY,EDM|ZEG|CZEG
CYCZ,CYVR|ZVR|VAN|CZVR
CYDA,EDM|ZEG|CZEG
CYDB,EDM|ZEG|CZEG
CYDC,EDM|ZEG|CZEG
CYDF,CZQX|GAND|YQX
CYDL,EDM|ZEG|CZEG
CYDM,EDM|ZEG|CZEG
CYDN,WPG|CZWG|ZWG
CYDO,CZUL|MTL
CYDP,CZQX|GAND|YQX
CYDQ,EDM|ZEG|CZEG
CYEA,EDM|ZEG|CZEG
CYED,EDM|ZEG|CZEG
CYEE,CZYZ|TOR
CYEG,EDM|ZEG|CZEG
CYEK,EDM|ZEG|CZEG
CYEL,CZYZ|TOR
CYEM,CZYZ|TOR
CYEN,WPG|CZWG|ZWG
CYER,WPG|CZWG|ZWG
CYES,CZUL|MTL
CYET,EDM|ZEG|CZEG
CYEU,EDM|ZEG|CZEG
CYEV,EDM|ZEG|CZEG
CYEY,CZUL|MTL
CYFA,CZYZ|TOR
CYFB,CZUL|MTL
CYFC,CZQM|MCN
CYFD,CZYZ|TOR
CYFE,CZUL|MTL
CYFH,WPG|CZWG|ZWG
CYFI,EDM|ZEG|CZEG
CYFJ,CZUL|MTL
CYFO,EDM|ZEG|CZEG
CYFR,EDM|ZEG|CZEG
CYFS,EDM|ZEG|CZEG
CYFT,CZQX|GAND|YQX
CYGB,CYVR|ZVR|VAN|CZVR
CYGD,CZYZ|TOR
CYGE,EDM|ZEG|CZEG
CYGH,EDM|ZEG|CZEG
CYGK,CZUL|MTL
CYGL,CZUL|MTL
CYGM,WPG|CZWG|ZWG
CYGO,WPG|CZWG|ZWG
CYGP,CZUL|MTL
CYGQ,WPG|CZWG|ZWG
CYGR,CZQM|MCN
CYGT,EDM|ZEG|CZEG
CYGV,CZUL|MTL
CYGW,CZUL|MTL
CYGX,EDM|ZEG|CZEG
CYGZ,EDM|ZEG|CZEG
CYHA,CZUL|MTL
CYHB,WPG|CZWG|ZWG
CYHC,CYVR|ZVR|VAN|CZVR
CYHD,WPG|CZWG|ZWG
CYHE,CYVR|ZVR|VAN|CZVR
CYHF,CZYZ|TOR
CYHH,CZUL|MTL
CYHI,EDM|ZEG|CZEG
CYHK,EDM|ZEG|CZEG
CYHM,CZYZ|TOR
CYHN,CZYZ|TOR
CYHO,CZQX|GAND|YQX
CYHR,CZUL|MTL
CYHS,CZYZ|TOR
CYHT,EDM|ZEG|CZEG
CYHU,CZUL|MTL
CYHY,EDM|ZEG|CZEG
CYHZ,CZQM|MCN
CYIB,WPG|CZWG|ZWG
CYID,CZQM|MCN
CYIF,CZUL|MTL
CYIK,CZUL|MTL
CYIO,EDM|ZEG|CZEG
CYIV,WPG|CZWG|ZWG
CYJA,EDM|ZEG|CZEG
CYJF,EDM|ZEG|CZEG
CYJM,CYVR|ZVR|VAN|CZVR
CYJN,CZUL|MTL
CYJP,EDM|ZEG|CZEG
CYJQ,CYVR|ZVR|VAN|CZVR
CYJT,CZQX|GAND|YQX
CYKA,CYVR|ZVR|VAN|CZVR
CYKC,EDM|ZEG|CZEG
CYKD,EDM|ZEG|CZEG
CYKF,CZYZ|TOR
CYKG,CZUL|MTL
CYKJ,EDM|ZEG|CZEG
CYKL,CZUL|MTL
CYKM,CZYZ|TOR
CYKO,CZUL|MTL
CYKP,WPG|CZWG|ZWG
CYKQ,CZUL|MTL
CYKX,CZYZ|TOR
CYKY,WPG|CZWG|ZWG
CYKZ,CZYZ|TOR
CYLA,CZUL|MTL
CYLB,EDM|ZEG|CZEG
CYLC,EDM|ZEG|CZEG
CYLD,CZYZ|TOR
CYLH,WPG|CZWG|ZWG
CYLI,CYVR|ZVR|VAN|CZVR
CYLJ,WPG|CZWG|ZWG
CYLK,EDM|ZEG|CZEG
CYLL,EDM|ZEG|CZEG
CYLQ,CZUL|MTL
CYLR,WPG|CZWG|ZWG
CYLS,CZYZ|TOR
CYLT,EDM|ZEG|CZEG
CYLU,CZUL|MTL
CYLW,CYVR|ZVR|VAN|CZVR
CYMA,EDM|ZEG|CZEG
CYMD,EDM|ZEG|CZEG
CYME,CZUL|MTL
CYMG,CZYZ|TOR
CYMH,CZQX|GAND|YQX
CYMJ,WPG|CZWG|ZWG
CYML,CZUL|MTL
CYMM,EDM|ZEG|CZEG
CYMO,CZYZ|TOR
CYMT,CZUL|MTL
CYMU,CZUL|MTL
CYMW,CZUL|MTL
CYMX,CZUL|MTL
CYNA,CZUL|MTL
CYNC,CZUL|MTL
CYND,CZUL|MTL
CYNE,WPG|CZWG|ZWG
CYNH,EDM|ZEG|CZEG
CYNJ,CYVR|ZVR|VAN|CZVR
CYNL,EDM|ZEG|CZEG
CYNM,CZUL|MTL
CYNN,WPG|CZWG|ZWG
CYNR,EDM|ZEG|CZEG
CYOA,EDM|ZEG|CZEG
CYOC,EDM|ZEG|CZEG
CYOD,EDM|ZEG|CZEG
CYOH,WPG|CZWG|ZWG
CYOJ,EDM|ZEG|CZEG
CYOO,CZYZ|TOR
CYOP,EDM|ZEG|CZEG
CYOS,CZYZ|TOR
CYOW,CZUL|MTL
CYOY,CZUL|MTL
CYPA,WPG|CZWG|ZWG
CYPC,EDM|ZEG|CZEG
CYPD,CZQM|MCN
CYPE,EDM|ZEG|CZEG
CYPG,WPG|CZWG|ZWG
CYPH,CZUL|MTL
CYPK,CYVR|ZVR|VAN|CZVR
CYPL,WPG|CZWG|ZWG
CYPM,WPG|CZWG|ZWG
CYPN,CZUL|MTL
CYPO,WPG|CZWG|ZWG
CYPP,CZUL|MTL
CYPQ,CZYZ|TOR
CYPR,CYVR|ZVR|VAN|CZVR
CYPS,CYVR|ZVR|VAN|CZVR
CYPT,CLE|KZOB
CYPU,CYVR|ZVR|VAN|CZVR
CYPW,CYVR|ZVR|VAN|CZVR
CYPX,CZUL|MTL
CYPY,EDM|ZEG|CZEG
CYPZ,CYVR|ZVR|VAN|CZVR
CYQA,CZYZ|TOR
CYQB,CZUL|MTL
CYQD,WPG|CZWG|ZWG
CYQF,EDM|ZEG|CZEG
CYQG,CZYZ|TOR
CYQH,EDM|ZEG|CZEG
CYQI,CZQM|MCN
CYQK,WPG|CZWG|ZWG
CYQL,EDM|ZEG|CZEG
CYQM,CZQM|MCN
CYQN,CZYZ|TOR
CYQQ,CYVR|ZVR|VAN|CZVR
CYQR,WPG|CZWG|ZWG
CYQS,WPG|CZWG|ZWG
CYQT,WPG|CZWG|ZWG
CYQU,EDM|ZEG|CZEG
CYQV,WPG|CZWG|ZWG
CYQW,WPG|CZWG|ZWG
CYQX,CZQX|GAND|YQX
CYQY,CZQM|MCN
CYQZ,CYVR|ZVR|VAN|CZVR
CYRA,EDM|ZEG|CZEG
CYRB,EDM|ZEG|CZEG
CYRC,CZUL|MTL
CYRI,CZUL|MTL
CYRJ,CZUL|MTL
CYRL,WPG|CZWG|ZWG
CYRM,EDM|ZEG|CZEG
CYRO,CZUL|MTL
CYRP,CZUL|MTL
CYRQ,CZUL|MTL
CYRS,WPG|CZWG|ZWG
CYRT,EDM|ZEG|CZEG
CYRV,CYVR|ZVR|VAN|CZVR
CYSA,CZQM|MCN
CYSB,CZYZ|TOR
CYSC,CZUL|MTL
CYSD,EDM|ZEG|CZEG
CYSE,CYVR|ZVR|VAN|CZVR
CYSF,EDM|ZEG|CZEG
CYSG,CZUL|MTL
CYSH,CZUL|MTL
CYSJ,CZQM|MCN
CYSK,CZUL|MTL
CYSL,CZQM|MCN
CYSM,EDM|ZEG|CZEG
CYSN,CZYZ|TOR
CYSP,WPG|CZWG|ZWG
CYSQ,EDM|ZEG|CZEG
CYSR,EDM|ZEG|CZEG
CYST,WPG|CZWG|ZWG
CYSU,CZQM|MCN
CYSW,EDM|ZEG|CZEG
CYSY,EDM|ZEG|CZEG
CYSZ,CZUL|MTL
CYTA,CZYZ|TOR
CYTB,CZYZ|TOR
CYTE,EDM|ZEG|CZEG
CYTF,CZUL|MTL
CYTH,WPG|CZWG|ZWG
CYTL,WPG|CZWG|ZWG
CYTN,CZQM|MCN
CYTQ,CZUL|MTL
CYTR,CZYZ|TOR
CYTS,CZYZ|TOR
CYTZ,CZYZ|TOR
CYUA,EDM|ZEG|CZEG
CYUB,EDM|ZEG|CZEG
CYUI,EDM|ZEG|CZEG
CYUJ,EDM|ZEG|CZEG
CYUK,EDM|ZEG|CZEG
CYUL,CZUL|MTL
CYUQ,EDM|ZEG|CZEG
CYUS,EDM|ZEG|CZEG
CYUT,EDM|ZEG|CZEG
CYUV,EDM|ZEG|CZEG
CYUX,EDM|ZEG|CZEG
CYUY,CZUL|MTL
CYVB,CZUL|MTL
CYVC,EDM|ZEG|CZEG
CYVD,WPG|CZWG|ZWG
CYVG,EDM|ZEG|CZEG
CYVK,CYVR|ZVR|VAN|CZVR
CYVL,EDM|ZEG|CZEG
CYVM,EDM|ZEG|CZEG
CYVO,CZUL|MTL
CYVP,CZUL|MTL
CYVQ,EDM|ZEG|CZEG
CYVR,CYVR|ZVR|VAN|CZVR
CYVT,EDM|ZEG|CZEG
CYVV,CZYZ|TOR
CYVZ,WPG|CZWG|ZWG
CYWA,CZYZ|TOR
CYWE,EDM|ZEG|CZEG
CYWG,WPG|CZWG|ZWG
CYWH,CYVR|ZVR|VAN|CZVR
CYWJ,EDM|ZEG|CZEG
CYWK,CZUL|MTL
CYWL,CYVR|ZVR|VAN|CZVR
CYWM,EDM|ZEG|CZEG
CYWN,EDM|ZEG|CZEG
CYWP,WPG|CZWG|ZWG
CYWV,EDM|ZEG|CZEG
CYWY,EDM|ZEG|CZEG
CYXC,CYVR|ZVR|VAN|CZVR
CYXD,EDM|ZEG|CZEG
CYXE,WPG|CZWG|ZWG
CYXH,EDM|ZEG|CZEG
CYXJ,EDM|ZEG|CZEG
CYXK,CZUL|MTL
CYXL,WPG|CZWG|ZWG
CYXN,EDM|ZEG|CZEG
CYXP,EDM|ZEG|CZEG
CYXQ,EDM|ZEG|CZEG
CYXR,CZYZ|TOR
CYXS,CYVR|ZVR|VAN|CZVR
CYXT,CYVR|ZVR|VAN|CZVR
CYXU,CZYZ|TOR
CYXX,CYVR|ZVR|VAN|CZVR
CYXY,EDM|ZEG|CZEG
CYXZ,CZYZ|TOR
CYYB,CZYZ|TOR
CYYC,EDM|ZEG|CZEG
CYYD,CYVR|ZVR|VAN|CZVR
CYYE,EDM|ZEG|CZEG
CYYF,CYVR|ZVR|VAN|CZVR
CYYG,CZQM|MCN
CYYH,EDM|ZEG|CZEG
CYYJ,CYVR|ZVR|VAN|CZVR
CYYL,EDM|ZEG|CZEG
CYYM,EDM|ZEG|CZEG
CYYN,WPG|CZWG|ZWG
CYYO,WPG|CZWG|ZWG
CYYQ,EDM|ZEG|CZEG
CYYR,CZQX|GAND|YQX
CYYT,CZQX|GAND|YQX
CYYU,CZYZ|TOR
CYYW,WPG|CZWG|ZWG
CYYY,CZUL|MTL
CYYZ,CZYZ|TOR
CYZD,CZYZ|TOR
CYZE,CZYZ|TOR
CYZF,EDM|ZEG|CZEG
CYZG,CZUL|MTL
CYZH,EDM|ZEG|CZEG
CYZP,CYVR|ZVR|VAN|CZVR
CYZR,CZYZ|TOR
CYZS,EDM|ZEG|CZEG
CYZT,CYVR|ZVR|VAN|CZVR
CYZU,EDM|ZEG|CZEG
CYZV,CZUL|MTL
CYZW,EDM|ZEG|CZEG
CYZX,CZQM|MCN
CYZY,CYVR|ZVR|VAN|CZVR
CZAC,WPG|CZWG|ZWG
CZAM,CYVR|ZVR|VAN|CZVR
CZBA,CZYZ|TOR
CZBB,CYVR|ZVR|VAN|CZVR
CZBD,WPG|CZWG|ZWG
CZBF,CZQM|MCN
CZBM,CZUL|MTL
CZEE,WPG|CZWG|ZWG
CZEM,CZUL|MTL
CZFA,EDM|ZEG|CZEG
CZFD,EDM|ZEG|CZEG
CZFG,WPG|CZWG|ZWG
CZFM,EDM|ZEG|CZEG
CZFN,EDM|ZEG|CZEG
CZGF,CYVR|ZVR|VAN|CZVR
CZGI,WPG|CZWG|ZWG
CZGR,WPG|CZWG|ZWG
CZHP,EDM|ZEG|CZEG
CZJG,WPG|CZWG|ZWG
CZJN,WPG|CZWG|ZWG
CZKE,CZYZ|TOR
CZLQ,WPG|CZWG|ZWG
CZMD,WPG|CZWG|ZWG
CZML,CYVR|ZVR|VAN|CZVR
CZMN,WPG|CZWG|ZWG
CZMT,CYVR|ZVR|VAN|CZVR
CZNG,WPG|CZWG|ZWG
CZNL,CYVR|ZVR|VAN|CZVR
CZPB,WPG|CZWG|ZWG
CZPC,EDM|ZEG|CZEG
CZPO,WPG|CZWG|ZWG
CZRJ,WPG|CZWG|ZWG
CZSJ,WPG|CZWG|ZWG
CZSN,WPG|CZWG|ZWG
CZST,CYVR|ZVR|VAN|CZVR
CZTA,WPG|CZWG|ZWG
CZTM,WPG|CZWG|ZWG
CZUC,WPG|CZWG|ZWG
CZUE,EDM|ZEG|CZEG
CZUM,CZQX|GAND|YQX
CZVL,EDM|ZEG|CZEG
CZWH,EDM|ZEG|CZEG
CZWL,EDM|ZEG|CZEG
DAAB,DAAA
DAAD,DAAA
DAAE,DAAA
DAAF,DAAA
DAAG,DAAA
DAAJ,DAAA
DAAK,DAAA
DAAM,DAAA
DAAN,DAAA
DAAP,DAAA
DAAQ,DAAA
DAAS,DAAA
DAAT,DAAA
DAAV,DAAA
DAAW,DAAA
DAAY,DAAA
DAAZ,DAAA
DABB,DAAA
DABC,DAAA
DABP,DAAA
DABS,DAAA
DABT,DAAA
DAFH,DAAA
DAFI,DAAA
DAOB,DAAA
DAOE,DAAA
DAOF,DAAA
DAOI,DAAA
DAOL,DAAA
DAON,DAAA
DAOO,DAAA
DAOR,DAAA
DAOS,DAAA
DAOV,DAAA
DAOY,DAAA
DATG,DAAA
DATM,DAAA
DAUA,DAAA
DAUB,DAAA
DAUE,DAAA
DAUG,DAAA
DAUH,DAAA
DAUI,DAAA
DAUK,DAAA
DAUL,DAAA
DAUO,DAAA
DAUT,DAAA
DAUU,DAAA
DAUZ,DAAA
DBBB,DGAC
DBBC,DGAC
DBBK,DRRR
DBBN,DGAC
DBBO,DRRR
DBBP,DGAC
DBBS,DGAC
DFCA,DRRR
DFCB,DRRR
DFCC,DRRR
DFCD,DRRR
DFCE,DRRR
DFCG,DRRR
DFCI,DRRR
DFCJ,DRRR
DFCK,DRRR
DFCL,DRRR
DFCM,DRRR
DFCO,DRRR
DFCP,DRRR
DFCR,DRRR
DFCS,DRRR
DFCT,DRRR
DFCU,DRRR
DFCY,DRRR
DFEA,DRRR
DFEB,DRRR
DFEC,DRRR
DFED,DRRR
DFEE,DRRR
DFEF,DRRR
DFEG,DRRR
DFEK,DRRR
DFEM,DRRR
DFEO,DRRR
DFEP,DRRR
DFER,DRRR
DFES,DRRR
DFET,DRRR
DFEY,DRRR
DFEZ,DRRR
DFFD,DRRR
DFOA,DRRR
DFOB,DRRR
DFOD,DRRR
DFOF,DRRR
DFOG,DRRR
DFOH,DRRR
DFOL,DRRR
DFON,DRRR
DFOO,DRRR
DFOR,DRRR
DFOS,DRRR
DFOT,DRRR
DFOU,DRRR
DFOY,DRRR
DGAA,DGAC
DGAD,DGAC
DGAH,DGAC
DGAK,DGAC
DGAS,DGAC
DGAT,DGAC
DGKA,DGAC
DGKK,DGAC
DGLB,DGAC
DGLE,DGAC
DGLN,DGAC
DGLW,DGAC
DGLY,DGAC
DGSB,DGAC
DGSI,DGAC
DGSN,DGAC
DGSW,DGAC
DGTK,DGAC
DGTX,DGAC
DIAD,DIII
DIAO,GOOO
DIAP,DIII
DIAU,GOOO
DIBC,GOOO
DIBI,GOOO
DIBK,DIII
DIBN,GOOO
DIBU,DIII
DIDB,GOOO
DIDK,DIII
DIDL,DIII
DIFK,GOOO
DIGA,DIII
DIGL,GOOO
DIGN,GOOO
DIKL,GOOO
DIKO,DIII
DIMN,DIII
DIMY,GLRB
DIOD,DIII
DIOF,GOOO
DISG,GOOO
DISP,DIII
DISS,DIII
DITB,DIII
DITM,GOOO
DIYO,DIII
DNAA,DNKK
DNAI,DNKK
DNAK,DNKK
DNAS,DNKK
DNBA,DNKK
DNBB,DNKK
DNBC,DNKK
DNBE,DNKK
DNBI,DNKK
DNBK,DNKK
DNBY,DNKK
DNCA,DNKK
DNDS,DNKK
DNEK,DNKK
DNEN,DNKK
DNES,DNKK
DNFB,DNKK
DNFD,DNKK
DNGO,DNKK
DNGU,DNKK
DNIB,DNKK
DNIL,DNKK
DNIM,DNKK
DNJA,DNKK
DNJO,DNKK
DNKA,DNKK
DNKN,DNKK
DNKT,DNKK
DNMA,DNKK
DNMK,DNKK
DNMM,DNKK
DNMN,DNKK
DNOS,DNKK
DNPO,DNKK
DNSO,DNKK
DNSU,DNKK
DNYO,DNKK
DNZA,DNKK
DRRA,DRRR
DRRB,DRRR
DRRC,DRRR
DRRG,DRRR
DRRI,DRRR
DRRL,DRRR
DRRM,DRRR
DRRN,DRRR
DRRP,DRRR
DRRT,DRRR
DRRU,DRRR
DRZA,DRRR
DRZD,FTTT
DRZF,DRRR
DRZG,DRRR
DRZI,DRRR
DRZL,DRRR
DRZM,DRRR
DRZR,DRRR
DTKA,DTTC
DTMB,DTTC
DTNH,DTTC
DTTA,DTTC
DTTB,DTTC
DTTD,DTTC
DTTF,DTTC
DTTG,DTTC
DTTI,DTTC
DTTJ,DTTC
DTTK,DTTC
DTTL,DTTC
DTTM,DTTC
DTTN,DTTC
DTTR,DTTC
DTTX,DTTC
DTTZ,DTTC
DXAK,DGAC
DXDP,DGAC
DXKP,DGAC
DXMG,DGAC
DXNG,DGAC
DXSK,DGAC
DXTA,DGAC
DXXX,DGAC
EBAM,EBBU
EBAR,EBBU
EBAV,EBBU
EBAW,EBBU
EBBE,EBBU
EBBL,EBBU
EBBN,EBBU
EBBR,EBBU
EBBT,EBBU
EBBX,EBBU
EBBY,EBBU
EBBZ,EBBU
EBCF,EBBU
EBCI,EBBU
EBCV,EBBU
EBDT,EBBU
EBEH,EBBU
EBFN,EBBU
EBFS,EBBU
EBGB,EBBU
EBGG,EBBU
EBGT,EBBU
EBHN,EBBU
EBIS,EBBU
EBKH,EBBU
EBKT,EBBU
EBLB,EBBU
EBLE,EBBU
EBLG,EBBU
EBLN,EBBU
EBMB,EBBU
EBMG,EBBU
EBML,EBBU
EBMO,EBBU
EBMT,EBBU
EBNE,EBBU
EBNM,EBBU
EBOR,EBBU
EBOS,EBBU
EBSG,EBBU
EBSH,EBBU
EBSL,EBBU
EBSP,EBBU
EBST,EBBU
EBSU,EBBU
EBTN,EBBU
EBTX,EBBU
EBTY,EBBU
EBUL,EBBU
EBWE,EBBU
EBZH,EBBU
EBZR,EBBU
EBZU,EBBU
EBZW,EBBU
EDAB,EDMM
EDAC,EDMM
EDAD,EDMM
EDAE,EDWW
EDAG,EDMM
EDAH,EDWW
EDAI,EDWW
EDAJ,EDMM
EDAK,EDMM
EDAM,EDMM
